Testing Spam Data
ID, WordCount, AverageWordLength, CharacterCount, SpecialCharacterCount, URLCount, LongWordCount, ShortWordCount, LongestWord, NumSpamWords, SpamDistance, HamDistance, Guess
1814, 169.0, 4.35, 906.0, 0.0, 2.0, 0.0, 11.0, 12.0, 0.0, 0.67, 0.35, HAM
273, 226.0, 4.70, 1292.0, 0.0, 4.0, 0.0, 10.0, 13.0, 1.0, 0.56, 0.30, HAM
2343, 15.0, 5.25, 97.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.72, 0.49, HAM
1036, 172.0, 4.45, 940.0, 49.0, 4.0, 11.0, 9.0, 47.0, 1.0, 0.62, 0.62, HAM
1927, 73.0, 4.27, 387.0, 2.0, 3.0, 0.0, 5.0, 13.0, 0.0, 0.71, 0.38, HAM
580, 312.0, 5.19, 1936.0, 2.0, 1.0, 0.0, 7.0, 16.0, 1.0, 0.53, 0.40, HAM
539, 173.0, 4.37, 931.0, 0.0, 0.0, 0.0, 14.0, 13.0, 0.0, 0.70, 0.39, HAM
1680, 689.0, 4.64, 3887.0, 8.0, 0.0, 0.0, 66.0, 16.0, 2.0, 0.86, 0.97, SPAM
424, 623.0, 4.35, 3338.0, 0.0, 0.0, 0.0, 34.0, 13.0, 0.0, 0.73, 0.64, HAM
2045, 30.0, 4.90, 180.0, 0.0, 2.0, 0.0, 1.0, 13.0, 0.0, 0.71, 0.41, HAM
1589, 71.0, 5.01, 430.0, 47.0, 4.0, 10.0, 1.0, 47.0, 0.0, 0.67, 0.64, HAM
1321, 207.0, 5.00, 1246.0, 94.0, 15.0, 38.0, 3.0, 47.0, 2.0, 1.15, 1.50, SPAM
2203, 50.0, 4.27, 266.0, 2.0, 4.0, 0.0, 2.0, 10.0, 0.0, 0.74, 0.42, HAM
1101, 123.0, 4.77, 712.0, 47.0, 1.0, 11.0, 8.0, 47.0, 0.0, 0.67, 0.61, HAM
1460, 112.0, 5.01, 676.0, 47.0, 6.0, 10.0, 6.0, 47.0, 1.0, 0.62, 0.65, SPAM
627, 122.0, 4.15, 630.0, 0.0, 0.0, 0.0, 11.0, 13.0, 0.0, 0.75, 0.45, HAM
314, 64.0, 4.12, 330.0, 0.0, 1.0, 0.0, 4.0, 12.0, 0.0, 0.77, 0.46, HAM
836, 1252.0, 4.66, 7095.0, 1.0, 2.0, 0.0, 37.0, 15.0, 3.0, 1.06, 1.39, SPAM
7, 101.0, 3.91, 498.0, 0.0, 3.0, 0.0, 6.0, 13.0, 0.0, 0.76, 0.49, HAM
736, 1195.0, 4.63, 6736.0, 0.0, 3.0, 0.0, 75.0, 14.0, 2.0, 1.22, 1.41, SPAM
1597, 288.0, 4.87, 1692.0, 94.0, 8.0, 31.0, 23.0, 47.0, 1.0, 0.94, 1.24, SPAM
935, 3003.0, 5.51, 19562.0, 0.0, 6.0, 0.0, 141.0, 17.0, 6.0, 3.38, 4.01, SPAM
90, 282.0, 4.65, 1597.0, 0.0, 3.0, 0.0, 16.0, 13.0, 3.0, 0.52, 0.74, SPAM
2288, 73.0, 5.01, 442.0, 0.0, 8.0, 0.0, 2.0, 13.0, 0.0, 0.72, 0.52, HAM
721, 278.0, 4.84, 1627.0, 0.0, 0.0, 0.0, 11.0, 13.0, 1.0, 0.59, 0.37, HAM
593, 474.0, 4.57, 2642.0, 0.0, 6.0, 0.0, 13.0, 15.0, 0.0, 0.59, 0.45, HAM
1628, 711.0, 4.94, 4229.0, 0.0, 0.0, 0.0, 33.0, 14.0, 1.0, 0.70, 0.72, SPAM
1131, 223.0, 5.15, 1375.0, 7.0, 2.0, 0.0, 12.0, 18.0, 0.0, 0.53, 0.31, HAM
1960, 6.0, 3.71, 30.0, 0.0, 3.0, 0.0, 0.0, 8.0, 0.0, 0.87, 0.62, HAM
1038, 169.0, 4.25, 889.0, 49.0, 4.0, 11.0, 15.0, 47.0, 0.0, 0.68, 0.64, HAM
651, 282.0, 4.37, 1516.0, 0.0, 3.0, 0.0, 17.0, 11.0, 1.0, 0.59, 0.35, HAM
968, 402.0, 4.55, 2232.0, 50.0, 7.0, 10.0, 14.0, 47.0, 2.0, 0.58, 0.80, SPAM
280, 100.0, 5.01, 604.0, 47.0, 1.0, 11.0, 2.0, 47.0, 0.0, 0.68, 0.64, HAM
1872, 48.0, 4.47, 265.0, 0.0, 3.0, 0.0, 3.0, 11.0, 0.0, 0.72, 0.39, HAM
1068, 106.0, 3.93, 525.0, 0.0, 2.0, 0.0, 9.0, 11.0, 0.0, 0.77, 0.49, HAM
2251, 103.0, 4.59, 578.0, 0.0, 4.0, 0.0, 4.0, 13.0, 0.0, 0.67, 0.34, HAM
1599, 114.0, 4.80, 664.0, 47.0, 4.0, 10.0, 5.0, 47.0, 0.0, 0.65, 0.61, HAM
2376, 93.0, 5.50, 608.0, 0.0, 4.0, 0.0, 2.0, 13.0, 0.0, 0.66, 0.52, HAM
1535, 67.0, 5.75, 456.0, 47.0, 5.0, 10.0, 1.0, 47.0, 0.0, 0.70, 0.81, SPAM
197, 63.0, 4.53, 351.0, 0.0, 4.0, 0.0, 4.0, 11.0, 0.0, 0.70, 0.38, HAM
